title,rating
Arvadını və qayınanasını öldürən şəxs azadlıqdan məhrum edildi - ÖMÜRLÜK,0
Nəvəsinin ölümündə günahlandırılan nənə ilə bağlı qərar verildi,1
Bakıya 42 min saxta avro gətirən şəxslər saxlanılıb - FOTO\VİDEO,0
Başqa kişilərə satdığı əmisi qızını zorlayıb öldürdü - TƏFƏRRÜAT,1
Avtomobili yumaq üstündə adam öldürən şəxs cəzalandırıldı - 18 İL,0
Ucarda qadını öldürüb otlağa atan şəxs tutulub,0
Ağstafada ər-arvadı güllələyən şəxs hakim qarşısında,1
Qadının evini ələ keçirən keçmiş polis əməkdaşının məhkəməsi başladı,0
Arvadını bıçaqlayan şəxs dəlixanaya göndərildi,1
Bakıda 11 qadını fahişəliyə cəlb edən şəxs hakim qarşısına çıxarıldı,0
Gömrük Komitəsinin həbsdə olan vəzifəli şəxsinə cəza istəniləcək,0
Qadınları fahişəliyə cəlb edən şəxs nəzir qutusundan pul oğurladı,1
Bakıda avtobus piyadanı vurub öldürdü,1
Bacısı qızına təcavüz edən dayının şikayəti təmin edilmədi - MƏHKƏMƏ,0
Bakı metrosunda sərnişinlərə qənim kəsilən şəxslər tutuldu - FOTO,0
Zərərçəkmişlər məcburi gətiriləcəklər - Sahib İbrahimovun məhkəməsi,0
General Şəkinskinin İnterpol xətti ilə axtarışda olan qaynı həbs edilib,0
Xırdalanda atışmaya görə həbs edilən şəxslərə hökm oxundu - 81 İL,0
Bakıda masaj salonu fahişəxana çıxdı,1
Xaçmazda iş adamını öldürən şəxslərin işi istintaqa qaytarıldı,0
Bakıda iş adamına basqın edən şəxs azadlıqdan məhrum edildi - 11 İL,0
Azərbaycan qadınlarını Dubayda satan şəxsə şərti cəza verildi,1
Dövlət Sərhəd Xidmətinin vəzifəli şəxslərinə hökm oxundu,0
12 milyon dollarlıq dələduzluq edən iş adamı həbsdə qaldı,1
Baş redaktor məhkəmə qarşısında,1
Sevdiyi qıza görə iki qadını bıçaqlayan şəxslə bağlı qərar verildi,0
Yarım milyon dələduzluqda təqsirləndirilən şəxsin əmlaklarına həbs qoyulacaq,0
Rusiyada 17 yaşlı Güneli öldürüb meyitini kolluğa atdılar,1
"Əri yanında yatmışdı, 150 manat istədim - MƏHKƏMƏ",1
Könül Kərimovaya qarşı dələduzluq edən qadına cəza verildi ,1
DTX və DSX-dan birgə əməliyyat: saxlanılanlar var - FOTO,0
Fədayə Laçınla birlikdə həbs olunan avtoritet son söz dedi,1
Bərdədə oğul anasını bıçaqlayıb,1
Nəsimi rayonunda oğurluq,1
Xırdalanda avtomobil piyadanı vurub öldürdü,1
Qoyuna görə arvadını amansızcasına öldürdü - TƏFƏRRÜAT + VİDEO,1
Qadının adına profil açıb pul tələb etdi,1
Bakıda avtobus qadını vurub öldürdü - YENİLƏNİB,1
Yevlaxda kişi arvadını atası evində öldürdü,1
Bakıda liftdəki qəzaya görə daha bir nəfər həbs olundu,0
Samuxda gözətçini güllələyən şəxs hakim qarşısına çıxarılır,0
Piyadanı vurub öldürən sürücü ilə bağlı qərar açıqlandı,1
Bakı Şəhər İcra Hakimiyyətinin sabiq əməkdaşına cəza istənildi,0
Yetkinlik yaşına çatmayan qızı qaçıranlara hökm oxundu,0
Keçmiş məhkum polisi ayağa qaldırdı,1
Bakıda mənzillərdən oğurluq edən şəxs tutuldu - VİDEO,0
Maşını avtobusa çırpan sürücü məhkəmə qarşısında,0
Bakıda televiziyaya basqın edən şəxslərlə bağlı qərar verildi,1
“Facebook”da tanış olduğu qadını intim fotoları ilə şantaj etdi - MƏHKƏMƏ,1
Oğurluğa məruz qalan modelyer məhkəmədə ifadə verdi ,0
"Öz maşınını parçalayıb satdı, polisə oğurlandığını dedi",1
Bakıda həyat yoldaşını 5-ci mərtəbədən atan şəxslə bağlı qərar verildi,1
Əmisinin gəlinini qaçıranı öldürən şəxslə bağlı qərar verildi,0
Yeznəsini öldürmək istəyən şəxsin şikayəti təmin edilmədi,0
İlhamə Quliyevanın oğlu haqqında qərar verildi,0
Azərbaycanda vəzifəli şəxslər barəsində cinayət işi başlanıb,0
Sumqayıtda idmançını öldürən şəxs danışdı: Başıma sillə vurdu,1
Bakıda həmcinslərini fahişəliyə cəlb edən qadın tutuldu,0
Bakıda kafedə qətllə bağlı bir nəfərin həbs müddəti uzadıldı,0
İlhamə Quliyevanın oğlunun adı keçən cinayət işi yekunlaşdı,1
Dələduzluqda təqsirləndirilən direktora cəza verildi - 11 İL,0
Bacısının sevgilisini öldürən şəxs həbs edildi,1
Arif Qazıyevin adı keçən cinayət işində məhkəmə tərkibinə etiraz,1
"Abşeronda ağır qəza: bir ölü, iki yaralı",1
Söyüş üstündə qonşusunu bıçaqlayan yeniyetmə cəzalandırıldı,1
Fədayə Laçının məhkəməsi təxirə salındı,1
Bakıda qız üstündə qan düşdü: 14 yaşlı oğlanı bıçaqladılar,1
Gədəbəy sakini Gəncədə qətlə yetirildi - YENİLƏNİB,1
Ağdamda brakonyer saxlanılıb,0
Gəncədə qadın ərini bıçaqladı,1
Azərbaycanlıları Suriyada döyüşməyə çağıran şəxslər cəzalandırıldı,0
Bakıda quldurluq edən qohumlara cəza verildi,0
Polis şöbəsində ölən şəxslə bağlı polis əməkdaşı həbs edildi,0
Qadına qarşı quldurluq edən şəxsə hökm oxundu ,0
Dələduzluqda təqsirləndirilən bələdiyyə sədrinə cəza verildi,0
İnsan alverində ittiham edilən qadın məhkəmə qarşında,0
Məhkəmə sevgilisini intim fotolarla şantaj edən şəxsi cəzalandırdı,0
Bakıda arvadını bıçaqlayana şərti cəza verildi,0
“Çudo Peçka”nın sahibinin şikayəti əsasında məhkəmə başlayır,1
“Range Rover”lə qəza törədən polis serjantı məhkəmə qarşısında,0
Arvadını vəhşicəsinə qətlə yetirən kişi təslim oldu,0
Azərbaycanda keçmiş nazirin qardaşı hakim qarşısına çıxarıldı,0
Alimentə görə qayınatasını öldürənin qardaşı danışdı,1
Məhkəmə bacısını baltalayıb öldürən qızla bağlı qərar verdi,0
Sumqayıtda 19 manata görə taksi sürücüsünü öldürənlərin məhkəməsi başladı,0
Rüşvətə görə həbs edilən icra nümayəndəsi hakim qarşısında,0
"Bıçaqlanan şəxs: Ona dedim ki, belə geyinmə, camaatın anası-bacısı var",1
Sumqayıtda ər öz arvadını vəhşicəsinə qətlə yetirdi,1
Şahid: Şəmsdən narkotik almaq üçün telefonumu verdim,1
Zərərçəkmiş: Oğlumu nazirliyə düzəltmək üçün 15 min manat aldı,1
"Xəyanət edən arvadını izlədi, qadının sevgilisini güllələdi",0
Azərbaycanda biznesmeni öldürən killer Moskvada tutuldu,0
Kürəkənini “kislota” ilə yandıran qayınana məhkəmə qarşısında,0
Nazim İbrahimovun qardaşı məhkəmədə özünü təqsirli bilmədi,1
Atasını baltalayan qız dəlixanaya göndərildi,1
Prokuror tikinti şirkətinin vəzifəli şəxslərinin yenidən həbsini istəyir,0
Azərbaycanlıya qarşı dələduzluq edən gürcü azadlığa buraxıldı ,1
Bakıda çörək sexinin sahibinin qatili hakim qarşına çıxarıldı,0
Beş nəfərin ölümündə təqsirləndirilən sürücünün cinayət işi geri qaytarıldı,1
“İnterpol”un həbs etdiyi azərbaycanlı yarım milyondan çox pul “atıb”,0
Bakıda universitetdə qan töküldü - YENİLƏNİB,1
"Səkkiz yaşlı qız Bakıda məhkəmədə ağladı: Ağzımı tutdu ki, qışqırmayım",1
Polis qardaşını öldürən hüquqşünas bağışlanmaq istəyir,1
Bakıda narkotik alverçisi saxlanıldı - FOTO\VİDEO,0
Məhkəmədə bağça müdiri ilə müavini arasında mübahisə düşdü,1
İrandan külli miqdarda tiryək gətirən qadın saxlanıldı - VİDEO,0
Tanınmış modelyer xəstəxanaya yerləşdirildi,1
Bakıda dostunu kürəyindən bıçaqlayan şəxs həbs edildi,0
Azərbaycan qadınlarını Türkiyədə satan hakim qarşısında,0
Şagirdinə qarşı əxlaqsız hərəkət edən müəllim məhkəməyə müraciət etdi,1
Bakıda bankdan yarım milyon pul oğurlayanın məhkəməsi başladı,1
Bank kartlarından 85 min manat oğurlayan keçmiş məhkum saxlanıldı,0
"Fədayə Laçın son söz dedi: Əlimdən tutub çıxaran olmasa, bu, yolun sonudur",0
Tanınmış cərrahın məhkəməsi başlayır ,0
Naxçıvanın sabiq daxili işlər nazirinin qardaşı hakim qarşısına çıxarılır,0
“WhatsApp”da polis rəisi barədə məlumat yayan şəxs həbs edilib,1
Boşandığı arvadını öldürən şəxs: Namusuma toxundu,1
Həmyerlisini öldürən şəxsə cəza verildi,0
Taksi sürücüsü sərnişini bıçaqladı - MƏHKƏMƏ,1
Azərbaycanda həbs edilən İran vətəndaşı ölkəsinə göndəriləcək ,0
Məşğulluq Mərkəzinin keçmiş direktoru dələduzluqda ittiham edilir,0
Yeznəsini və bacısının qayınatasını güllələyənlə bağlı qərar verildi,0
Aktyorla məktəb direktoru arasındakı insidentlə bağlı cinayət işi açıldı ,0
Atası öldürülən jurnalistin şikayəti üzrə məhkəmə başladı,0
Gecə klubunda iki nəfəri bıçaqlayana hökm oxundu,0
Qonşunun arvadını oyadıb 150 manat pul istədim - MƏHKƏMƏ,1
Arvadını bıçaqlayan alimə hökm oxundu ,0
Bakıda prokuror qızından tanınmış həkimə qarşı dələduzluq,1
Əmanətlərin Sığortalanması Fondunun baş mühasibinə cinayət işi açıldı - ÖZƏL,0
Dövlət Gömrük Komitəsinin vəzifəli şəxsi məhkəmədə ifadə verdi,0
Müğənni Könül Kərimovaya qarşı dələduzluq edən şəxsə cəza istənildi,1
Rüşvət verməkdə təqsirləndirilən direktor müavini məhkəmədə ifadə verdi ,0
Bakıda ərini öldürən qadın həbs edildi,0
Kənd Təsərrüfatı Nazirliyinin vəzifəli şəxsinə cinayət işi açıldı - ÖZƏL,0
Nazim İbrahimovun qardaşı istintaqa nə deyib? - İFADƏ,1
Nazim İbrahimovun qardaşına qarşı mülki iddia qaldırılıb,0
Azyaşlı qızlara təcavüz edən manyaka cəza verildi - 15 İL,0
Universitetə tələbə qəbul etdirmək adı ilə dələduzluq edən şəxs cəzalandırıldı,0
Çılpaq şəkillərə görə iş yoldaşını öldürən fəhlənin şikayəti təmin edilmədi,1
Bakıda özbək qadınları fahişəliyə cəlb edən şəxslə bağlı qərar verildi,0
Bakıda kabel oğrusu saxlanıldı - FOTO/VİDEO,0
Zərərçəkmiş: İşə düzəlmək üçün bağça müdirinə pul verdim,1
İdmançını öldürən ata-balanın məhkəməsində mübahisə düşdü,1
“MuğanBank”ın vəzifəli şəxsinə hökm oxundu ,0
Ədliyyə Nazirliyinin sabiq eksperti həbs edildi,0
Balaxanıda soyğunçuluq edən şəxs saxlanıldı - FOTO/VİDEO,0
Fədayə Laçın məhkəmədə son söz deyəcək ,1
Sumqayıtda avtomobillərdən oğurluq edən şəxslər saxlanılıb - FOTO\VİDEO,0
Hamilə qadının ölümünə səbəb olan həkim cəzalandırıldı ,0
Kriminal avtoritet olan əmisini öldürən şəxs tutuldu,1
Azərbaycanda əməliyyat zamanı polis kapitanı balta ilə vuruldu,1
Azərbaycanda kriminal avtoritet başından güllələndi,0
Bakıda qadın ərini öldürdü,1
Xırdalanda “PayPoint” aparatını oğurlayanlar saxlanılıb - FOTO,1
Gürcüstanda yaşlı azərbaycanlı qətlə yetirildi - YENİLƏNİB,1
Keçmiş direktorun daha bir cinayət əməli üzə çıxdı,0
Bakıda 12 yaşlı oğlana təcavüz edən şəxsə - AĞIR CƏZA,0
Strateji kabel xəttini oğurlayan şəxs saxlanıldı - FOTO,0
Aygün Bəylərin qardaşı məhkəməyə müraciət edib,1
İntihar edən abituriyentin atasını öldürən şəxs hakim qarşısında,0
DTX-dan xüsusi əməliyyat: saxlanılanlar var - FOTO,0
Məhkəmə tanışının qulağını kəsən şəxsi cəzalandırdı,0
Bakıda yeniyetmə qətl törədib,1
Polisə qarşı zorakılıq edən şəxs cəzalandırıldı,1
Azyaşlı qızlara təcavüz edən manyak məhkəmə qarşısında,0
"Pulu alıb, axşam ona qaytaracağımı dedim - MƏHKƏMƏ",1
Tanınmış modelyerin məhkəmədə ürəyi getdi,1
Nazim İbrahimovun qardaşının məhkəməsi başladı,0
Ərini öldürüb ayaqyoluna atan qadın hakim qarşısına çıxarılır,0
Metropolitenin həbsdə olan polis əməkdaşı məhkəmə qarşısında,0
İcra məmuru hakim qarşısında,0
“Saxta” agentlik əməkdaşı məhkəmədə ifadə verdi,0
Arvadını və qayınanasını qətlə yetirən şəxs hakim qarşısına çıxarıldı,1
Təranə Səmədovaya ağır cəza istənilir - MƏHKƏMƏ,0
Binəqədidə dəhşətli yanğına görə həbs edilən vəzifəli şəxs azadlığa çıxdı,1
Abşeronda qətl törədən ata və oğula cəza istənildi,1
Bakıda uşaq həkimini aldadan cəzalandırıldı,0
Sələmçi qadının tutdurduğu şəxslərə bəraət verildi,0
Bakıda qızları fahişəliyə cəlb etməkdə təqsirləndirilən şəxs tutuldu,0
Bakıda masajçı qadının qatili tutuldu,0
Bakıda iki qardaşa silahlı hücum,1
Vəkil: Fədayə Laçınla birlikdə həbs olunan qadın vərəmdir,1
Gəncə hadisələri ilə bağlı həbs edilən 11 nəfərin işi məhkəməyə göndərilir,1
Bakıda velosipedlərin qənimi yaxalandı,0
Sumqayıtda avtomobil oğruları tutuldu,0
Münasibətdə olduğu əmisi arvadını öldürən şəxs danışdı,0
Cinsi azlıq nümayəndəsi olan atasını yandıran oğulla bağlı - QƏRAR,1
Azərbaycanda həbs edilən Türkiyə vətəndaşının məhkəməsi başladı,1
Kirayə qaldığı evin mebelini satan ər-arvad məhkəmə qarşısında,0
“Saxta” agentlik əməkdaşlarının məhkəməsi başladı,0
Bakıda məktəblini öldürməyə cəhd edən şəxs dəlixanaya göndərildi,0
Qulağı kəsilən şəxs məhkəməyə məcburi gətiriləcək,0
XİN-in keçmiş əməkdaşları məhkəmə qarşısında,0
Bakıda qadın kirayə qaldığı evdə öldürüldü,1
Rüşvət almaqda təqsirləndirilən vəzifəli şəxs hakim qarşısında,0
13 yaşlı qonşusunu zorlayan kişi məhkəmə zalında həbs edildi,0
Bayram təbrikinə görə tanışını bıçaqlayan həbs edildi ,0
Azyaşlı qızlara təcavüz edən manyak məhkəmə qarşısında,0
Qusarda rəqs etmək üstündə qohumunu öldürənə cəza verildi,0
Tanınmış idmançının evindən oğurluq edənlərə cəza verildi ,0
“Qızıl işi”ndə günahlandırılan qadın həbs edildi,1
Yarım milyona yaxın dələduzluq edən şəxs həbs edildi,0
Bakıda 11 qadını fahişəliyə cəlb edən şəxs hakim qarşısına çıxarılır,0
Məhkəmə sədri adından mesaj yazan qadın həbs edildi,0
FHN-nin keçmiş bölmə rəisinin köməkçisinə cinayət işi açıldı,0
Üç yaşlı Arzunun ölümündə təqsirləndirilən həkimlə bağlı qərar verildi,1
İçkili ermənilər kafedə azərbaycanlını vəhşicəsinə döydülər,1
Nazim İbrahimovun qardaşının məhkəməsinin vaxtı bəlli oldu,0
Prokuror “MuğanBank”ın vəzifəli şəxsinə cəza istədi,0
Baldızını öldürmək istəyən şəxs 14 il müddətinə azadlıqdan məhrum edildi,0
Müştərilərin pulunu mənimsəyən bank işçisinə cəza verildi ,0
Prokuror anasının tanışını bıçaqlayan yeniyetməyə cəza istədi,1
Bələdiyyə sədrinə cinayət işi açıldı,0
Bağırsağında narkotik keçirmək istəyən iranlı saxlanıldı,0
“Bağça işi”ndə günahkarlar danışdı,0
“Cin çıxarma” adı ilə ruhi xəstəni döyüb öldürdülər - YENİLƏNİB + VİDEO,1
Vəkil: Fədayə Laçın xəstəlikdən əziyyət çəkir,1
Bakı sakini binanın girişində güllələndi,1
Azərbaycanlı Rusiyada saxta sənədlə ələ keçdi,1
Sumqayıtda qətl törədən keçmiş məhkum saxlanıldı - VİDEO,0
İlhamə Quliyevanın oğlunun məhkəməsi başladı ,0
Bakıda İran vətəndaşına qarşı dələduzluq edənə cəza verildi,0
Məhkəmə aptekə bıçaqla basqın edən qadınla bağlı qərar verdi,1
Azərbaycanlı Rusiyada 18 yaşlı qızı zorladı,1
Cahangir Hacıyevin arvadı azadlığa buraxıldı,1
Piyadanı öldürən dünya çempionu azadlığa çıxdı,1
Dövlət əhəmiyyətli dəmir yolu xəttini sökənlər həbs edildi,0
Rəfiqəsini balta ilə hissələrə bölən qadına ağır cəza,0
Bakıda bacısının başını balta ilə kəsən qız azadlığa çıxdı,1
Baldızının qızına təcavüz edənə ağır cəza,0
Gəncə Dispanserinin baş həkiminə cinayət işi açıldı,0
Türkiyədə ər azərbaycanlı arvadını öldürüb intihar etdi,1
Sumqayıtda mütəşəkkil cinayətkar dəstə saxlanıldı - FOTO/VİDEO,0
“Azərişıq” ASC-nin vəzifəli şəxsinə cinayət işi açıldı - YENİLƏNİB,0
Qonşusunu tüfənglə öldürənə ağır cəza,0
Vergilər Nazirliyinin əməkdaşı barəsində cinayət işi açıldı,0
Yeddi evi soymuş oğru ələ keçdi,0
Təranə Səmədova məhkəməyə müraciət edib,1
Gömrükçülər külli miqdarda brilyant müsadirə edib - VİDEO,1
Britaniyaya qanunsuz yolla viza almaq istəyənə cinayət işi açıldı,1
Prokuror Fədayə Laçına cəza istədi - 6 İL,0
Ölkəyə külli miqdarda brilyant gətirən qaçaqmalçı saxlanıldı,1
Rüşvət və oğurluğa görə axtarışda olan şəxs saxlanıldı,0
Sumqayıtda azyaşlı faciəvi şəkildə ölüb,1
Azərbaycana qızıl zərgərlik məmulatlarının keçirilməsinin qarşısı alınıb,1
Bakıdan Daşkəndə yarım kq qızıl aparanlar tutuldular - FOTO,1
Bakıda ticarət mərkəzlərində oğurluq edən qadın saxlanılıb - VİDEO,0
Qohumlarının evlərini və avtomobilini yandıran şəxs tutuldu,0
Sumqayıtda restoranda kloun qadın iş başında öldü,1
"Sərhəddə əməliyyat, dörd nəfər saxlanıldı",0
Piyadanı vurub qaçan sürücü axtarışa verildi,0
Bakıda narkobaronun məhkəməsi başlayıb,0
Məktəblini qəbiristanlıqda öldürmək istəyən şəxs həbs edildi ,0
“Instagram”da dələduzluq edən şəxs tutuldu - VİDEO,0
Türkiyədə fahişəlik edən azərbaycanlı qadınlar tutulub,0
“AMAY”ın rəsmisi sərhəddə narkotiklə tutuldu - FOTO,1
Bakıda qadın əcnəbi vətəndaşı qarət etdi,1
Rusiyada icra başçısı bıçaqlandı - VİDEO,0
Yardımlıda meşəbəyinə cinayət işi açıldı ,0
Azərbaycanda rüşvətxor prokuror və köməkçisinə cəza verildi ,0
Xarici banklardan 178 min dollar oğurlayan hakerlər saxlanılıb - FOTO\VİDEO,0
Axtarışda olan azərbaycanlı Qazaxıstanda saxlanıldı,0
Bakıda qısqanc ər arvadını boğaraq öldürüb,1
Tanınmış prodüser Təranə Səmədova həbs edildi,0
Xaçmazda iş adamını öldürən şəxsə ömürlük cəza istənildi ,1
Azərbaycanda keçmiş icra başçısı axtarışa verildi ,0
Saxta dollar dəyişmək istəyən Çin vətəndaşlarına cəza verildi,0
Bakıda yeniyetməni hədələyib 45 min dollar aldılar,1
Azərbaycanda sayt rəhbəri tutuldu - RƏSMİ,0
Bakıda kassir qadın maskalı oğru ilə əlbəyaxa oldu,0
Xətaidə gənc bıçaqlandı - VİDEO,1
Bakıda evə girən oğrunu öldürən ata-oğulu hansı cəza gözləyir? ,1
Bakı sakinini kafedə döyüb öldürdülər,1
Polisin saxladığı avtomobildən heroin çıxdı,1
Abşeronda kişi keçmiş həyat yoldaşını bıçaqladı,1
"Azərbaycanda polisə hücum, yaralılar var",0
Bakıda qaz sayğaclarına müdaxilə edən şəxs saxlanılıb - FOTO\VİDEO,0
Arif Qazıyev insult keçirib,1
